1.jpg,push-down,1634.9039,569.99536,-470.0655,1673.4432,575.3819,-424.91052,1675.079,588.6388,-424.80426,1676.8169,602.1729,-424.92017,1670.6208,537.6422,-463.39682,1670.3154,521.28033,-463.41568,1669.7654,505.11725,-463.9871,1656.9863,600.74493,-135.30019,1646.3918,476.65536,-298.45343,1598.727,593.18317,-354.5246,1593.9363,538.5298,-400.72452,1434.6986,571.46576,174.13014,1473.3937,475.65637,-389.13342,1175.7186,531.087,459.03162,1364.9117,424.131,-880.6688,1041.0446,578.4538,651.7407,1467.9937,636.24896,-1183.5167,1004.90295,594.8578,702.72614,1486.8417,692.0692,-1238.777,1005.13495,611.3745,648.4908,1499.6656,682.9731,-1179.6836,1013.9426,601.4749,633.1592,1481.2236,663.35834,-1161.37,895.42737,594.70685,191.70024,883.2711,548.56714,-191.43372,482.17334,575.19617,241.75513,458.27472,584.454,-128.22388,148.41888,563.0179,402.51587,95.57298,529.49274,-19.803953,101.40816,533.23706,405.43567,51.84105,487.4006,-16.522276,40.474663,644.0445,243.7048,-30.246506,629.7406,-205.83531
100.jpg,push-down,1617.6738,552.65826,-442.95966,1657.2756,557.155,-399.35892,1658.9832,569.13007,-399.3813,1660.8325,581.3172,-399.6146,1654.3959,523.2965,-442.85214,1653.9961,508.1573,-442.8375,1653.4092,493.1217,-443.43454,1645.3488,577.0983,-111.72586,1634.7089,464.386,-298.6969,1584.4375,571.9003,-325.81873,1580.0844,522.6145,-378.88446,1447.8689,544.9449,214.10342,1451.8325,451.09366,-409.0078,1213.7083,531.9227,470.25433,1193.6494,421.28503,-751.8264,1141.5883,604.3452,521.03735,1246.8738,573.0287,-1007.28186,1121.7051,623.45496,528.1467,1251.0695,619.6697,-1061.3691,1136.8376,638.4714,471.0074,1285.62,605.48474,-1051.4502,1139.7092,627.00946,494.06857,1277.1467,592.3385,-1000.18994,902.11896,579.8044,225.65569,883.4292,542.27466,-224.68745,518.3764,557.714,306.92093,478.07693,581.5,-162.15356,221.05304,527.5023,518.58673,123.66257,530.5488,-39.294025,173.60258,494.52805,528.0089,75.744385,480.78162,-34.942867,130.02673,628.8979,408.26453,11.285877,659.7421,-217.7035
102.jpg,push-down,1621.1898,549.73535,-380.04034,1660.2627,554.8538,-338.51074,1661.8756,566.5508,-338.53232,1663.613,578.466,-338.66748,1657.565,521.4733,-380.0045,1657.3215,506.71298,-380.06668,1656.8829,492.10278,-380.6637,1647.883,574.50214,-68.95665,1638.0317,464.9172,-244.02116,1587.5608,568.6202,-269.13132,1583.5717,520.3681,-319.1037,1444.1025,538.7351,238.99911,1456.7292,456.27954,-355.08545,1208.8254,510.35687,516.65234,1221.6017,409.06882,-686.9326,1149.9028,589.98,659.2525,1254.8551,570.6485,-925.0108,1135.3373,608.9839,680.67847,1252.4053,614.51874,-972.5005,1151.4209,627.2535,629.31537,1280.0486,609.117,-954.86755,1153.1301,616.3969,637.2462,1274.0374,594.82275,-914.6604,902.06085,574.5377,210.67366,884.5612,541.31024,-209.93945,513.18365,558.66797,272.80493,477.90503,589.5723,-139.20905,202.89105,543.7281,434.24316,126.142845,541.1582,-33.767105,155.65688,513.4716,439.17755,82.52266,492.8046,-30.320341,107.71323,641.5033,312.2729,8.560352,666.10144,-203.235
104.jpg,push-down,1626.9033,571.38605,-408.82007,1662.9272,574.8675,-357.32205,1663.5758,585.18884,-357.38913,1664.4203,595.6986,-357.69333,1662.3679,543.52374,-407.26205,1662.7423,529.15845,-407.22897,1662.884,514.88947,-407.81763,1645.5992,584.83264,-65.212875,1642.6855,482.26855,-277.67407,1589.5793,583.6814,-292.07266,1588.4015,538.46423,-352.70688,1436.0369,552.8637,265.86246,1443.5035,455.66364,-401.5366,1200.7936,529.5527,509.80066,1186.0605,448.17023,-608.03,1156.4624,602.49774,500.63898,1278.6091,637.2151,-620.2308,1144.5498,618.779,489.77664,1292.8428,694.168,-655.4475,1165.3503,636.8306,431.0955,1331.4896,678.16974,-643.0556,1166.7412,626.59937,468.7906,1321.0927,659.0839,-607.6638,892.65015,587.6509,231.88295,869.0248,544.2624,-231.14873,505.7602,575.46954,304.6261,466.0619,582.4586,-146.5212,195.75044,557.7544,489.39398,114.188,534.8461,-5.05072,147.34091,523.38055,496.51547,67.43048,485.2152,0.76865196,102.27899,669.8663,359.4359,2.5766373,667.64154,-190.73114
106.jpg,push-down,1630.7723,571.80255,-342.588,1665.7118,575.37317,-295.26373,1666.2657,585.70465,-295.3142,1666.981,596.2587,-295.64212,1665.065,544.146,-341.8329,1665.331,529.8258,-341.908,1665.3635,515.66016,-342.53836,1646.9781,586.3722,-34.52893,1643.751,485.27338,-227.12863,1591.8428,585.58905,-236.95079,1590.631,540.6975,-291.8292,1426.8947,550.64886,262.59314,1442.363,471.26328,-357.62378,1183.7335,502.9336,543.5385,1200.7406,465.38974,-636.1807,1117.9224,557.7053,666.1754,1302.3495,633.66943,-755.14,1097.3842,569.1169,681.6732,1318.7124,682.5762,-788.44727,1112.9485,586.78625,632.3338,1351.5116,666.691,-768.8544,1117.3325,579.12683,643.1566,1340.5984,652.2098,-741.6646,875.3577,588.7437,212.61053,859.1097,552.5679,-211.91829,479.80588,565.3008,282.94122,448.88226,583.4858,-136.29356,164.57588,559.0553,435.92105,96.10542,531.45483,-27.913216,115.377045,531.1736,439.3942,49.687614,483.5907,-22.382374,74.71619,654.2655,311.64505,-14.531651,650.23083,-182.90225
108.jpg,push-down,1628.3091,588.8524,-144.09825,1661.0468,578.4787,-117.14125,1660.8173,580.73334,-117.06267,1660.7544,583.31396,-117.302704,1662.7446,567.19366,-174.78423,1664.0654,558.99664,-174.82574,1665.1943,550.8581,-175.13904,1641.5612,557.55316,37.143314,1645.0449,518.0245,-205.4598,1589.6571,584.74927,-75.59327,1591.8933,563.8806,-145.19446,1429.399,514.3169,252.80948,1449.6799,479.25812,-364.60266,1168.8364,475.49405,504.7442,1214.3097,419.88968,-597.8918,1074.4443,568.1408,574.14343,1279.3163,608.903,-591.24133,1049.9531,585.9782,583.5906,1287.5525,666.1061,-613.05786,1063.8021,608.85376,525.3327,1318.6301,655.87164,-581.96716,1070.218,598.62024,545.0933,1309.9783,633.69196,-572.66943,893.1389,574.70825,205.16615,876.1062,557.1599,-204.1411,484.99957,559.139,256.63852,460.75598,593.46265,-100.5935,160.97191,559.84467,419.8927,95.83734,533.7744,23.5193,111.59798,529.192,426.6809,45.976524,482.3231,31.900023,69.34284,654.9776,307.57767,-11.459827,664.09393,-111.06389
11.jpg,push-down,1621.8539,417.26422,-273.88202,1656.4375,422.94196,-233.42776,1659.06,436.56232,-233.65685,1661.9088,450.45288,-233.93079,1650.9679,384.6878,-266.5991,1649.3217,368.89905,-266.67023,1647.4568,353.2523,-267.26202,1646.2375,458.70557,18.715399,1624.9431,329.5652,-123.74541,1589.1781,446.5842,-170.292,1580.781,393.53604,-211.3603,1447.5576,524.3034,276.0334,1457.8253,294.115,-248.02783,1256.3425,612.5771,473.64178,1310.6713,376.23975,-512.58435,1246.2952,662.98425,433.0206,1413.6284,607.05646,-684.4951,1243.4001,679.4152,429.54605,1423.7905,673.542,-724.1701,1255.7667,686.293,380.84708,1453.3035,658.47473,-713.3404,1251.917,672.33386,406.3813,1442.3486,639.7359,-676.12836,897.9467,570.046,171.14264,881.78076,444.13037,-170.18607,501.3669,577.32764,252.83821,453.8486,502.87415,-150.25897,189.95299,571.2203,525.5467,88.34947,513.44214,-0.04612728,144.28001,545.0819,537.94824,43.30805,488.6083,6.982343,81.92425,659.50934,366.5325,-51.61394,607.52203,-215.56012
111.jpg,push-down,1630.448,574.2603,-116.11944,1663.4702,561.71045,-88.52511,1663.7356,562.8315,-88.54937,1664.1527,564.257,-88.84575,1663.1924,553.03503,-149.6639,1663.655,545.8989,-149.67197,1663.9077,538.82465,-150.0628,1642.1282,540.78326,46.42277,1639.6572,509.67426,-206.70213,1590.4954,572.3738,-57.001198,1590.3069,554.135,-128.77354,1414.4734,507.7414,260.83072,1434.0568,479.10477,-404.91467,1158.198,475.47867,542.06085,1194.3768,442.1401,-687.878,1114.3239,575.78906,650.5679,1330.8894,641.0873,-749.4909,1104.1155,594.64496,667.33563,1359.6726,700.2268,-788.35144,1121.808,619.9629,603.71387,1391.3405,686.8216,-750.2707,1124.5516,610.5739,620.22375,1376.0745,666.8696,-730.84674,885.8921,563.5766,210.98055,870.3823,548.52563,-210.454,479.83276,554.15106,272.82898,453.56622,590.61176,-80.09361,147.10991,552.1566,452.72043,91.32471,534.61194,84.315445,100.97414,519.8073,461.0077,45.28679,487.4576,96.785286,46.587982,642.2275,330.6025,-20.21885,656.8461,-49.627396
113.jpg,push-down,1621.1167,590.1323,-84.98532,1653.0432,573.8558,-50.041878,1652.7483,574.02844,-50.073715,1652.5333,574.4822,-50.340485,1654.6663,567.36346,-117.305824,1655.929,560.7248,-117.28391,1657.0339,554.1422,-117.66378,1633.1935,543.99695,98.53949,1637.4124,521.76746,-184.42311,1583.6016,584.74133,-22.542347,1585.4733,568.9258,-103.20641,1414.1027,486.51364,293.05972,1436.4718,494.36786,-395.64703,1177.8606,445.51962,506.13458,1193.528,431.0654,-707.69,1171.0645,558.5954,523.6189,1292.4966,615.919,-802.91095,1174.8694,576.42847,523.98846,1314.8235,669.21027,-843.86957,1195.9125,608.4508,462.698,1343.5101,661.2617,-812.0215,1195.8754,598.9311,489.94543,1331.984,641.5935,-788.38086,885.8605,547.00885,222.31352,870.79266,554.1746,-221.2795,463.7868,555.33997,273.75882,445.40164,595.27075,-93.4869,122.906456,563.44696,458.9882,75.49049,542.459,76.16344,71.9965,534.13635,468.07977,26.28273,495.25677,87.25434,36.65903,661.19556,345.3301,-25.394096,663.3974,-70.57117
115.jpg,push-down,1619.049,590.86346,-144.68646,1650.3635,578.59235,-105.86004,1649.6278,578.67,-105.90814,1648.9905,579.0074,-106.16795,1653.5564,571.86664,-180.47798,1655.585,565.38196,-180.49689,1657.4467,558.9281,-180.92006,1629.01,549.0516,71.26145,1637.9622,526.01636,-240.75285,1580.7528,583.1278,-71.091095,1584.8518,567.3324,-160.15033,1413.8536,488.776,320.00235,1436.8275,492.87125,-461.69302,1171.6112,443.11346,616.7525,1200.3672,443.2722,-928.2318,1124.9183,552.7426,682.72626,1288.2191,630.7452,-1166.5607,1115.3116,572.0457,683.5785,1307.4875,679.7184,-1224.7001,1134.0083,597.0001,613.85846,1333.3384,670.49036,-1184.6736,1138.1172,589.098,647.442,1323.6895,651.9213,-1150.2407,886.6454,551.01056,252.0094,869.27496,558.49835,-251.0955,484.24924,539.2105,327.5021,455.34833,585.0758,-118.70157,155.6785,528.87836,511.70746,90.081825,521.846,40.861046,106.778015,496.42224,518.9946,40.471287,472.2468,50.686184,67.51442,624.041,398.20938,-8.628159,645.84515,-114.938385
